# Title: February 2022 - January 2023 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,65.7,1.8,120,63.9
AL-003,Baldwin County,Alabama,68.9,2.2,127,66.8
AL-005,Barbour County,Alabama,66,1.2,107,64.8
AL-007,Bibb County,Alabama,64.2,1.5,113,62.7
AL-009,Blount County,Alabama,62.8,2.2,122,60.6
AL-011,Bullock County,Alabama,65.4,1.3,104,64.1
AL-013,Butler County,Alabama,65.8,1.2,101,64.6
AL-015,Calhoun County,Alabama,62.9,2,118,61
AL-017,Chambers County,Alabama,63,1.4,112,61.6
AL-019,Cherokee County,Alabama,62.3,1.7,114,60.6
AL-021,Chilton County,Alabama,64.6,1.9,123,62.7
AL-023,Choctaw County,Alabama,66.3,1.8,116,64.5
AL-025,Clarke County,Alabama,66.5,1.6,115,64.9
AL-027,Clay County,Alabama,62.4,1.7,119,60.7
AL-029,Cleburne County,Alabama,62,2.1,120,59.9
AL-031,Coffee County,Alabama,66.9,1.5,114,65.4
AL-033,Colbert County,Alabama,61.9,2,121,59.9
AL-035,Conecuh County,Alabama,66.6,1.2,104,65.4
AL-037,Coosa County,Alabama,64,1.8,120,62.3
AL-039,Covington County,Alabama,67,1.5,110,65.6
AL-041,Crenshaw County,Alabama,65.8,1.3,106,64.4
AL-043,Cullman County,Alabama,62.4,2.1,122,60.3
AL-045,Dale County,Alabama,67.1,1.4,114,65.7
AL-047,Dallas County,Alabama,65.9,1.6,114,64.3
AL-049,DeKalb County,Alabama,60.6,1.4,108,59.3
AL-051,Elmore County,Alabama,65.3,1.5,113,63.8
AL-053,Escambia County,Alabama,67.6,1.6,116,66
AL-055,Etowah County,Alabama,62.7,1.8,115,60.9
AL-057,Fayette County,Alabama,63.5,1.5,114,62
AL-059,Franklin County,Alabama,61.8,1.9,119,59.9
AL-061,Geneva County,Alabama,67.5,1.4,112,66.1
AL-063,Greene County,Alabama,64.8,0.9,101,63.8
AL-065,Hale County,Alabama,64.5,0.8,95,63.7
AL-067,Henry County,Alabama,67,1.3,111,65.7
AL-069,Houston County,Alabama,67.7,1.2,106,66.5
AL-071,Jackson County,Alabama,60.9,1.4,107,59.4
AL-073,Jefferson County,Alabama,63.7,1.9,120,61.8
AL-075,Lamar County,Alabama,63.9,1.8,118,62.1
AL-077,Lauderdale County,Alabama,61.1,1.6,117,59.5
AL-079,Lawrence County,Alabama,61.4,1.3,110,60.1
AL-081,Lee County,Alabama,63.8,0.9,92,63
AL-083,Limestone County,Alabama,61.1,1.3,104,59.9
AL-085,Lowndes County,Alabama,66.2,1.6,114,64.6
AL-087,Macon County,Alabama,65,1,98,64
AL-089,Madison County,Alabama,61.4,1.5,110,59.9
AL-091,Marengo County,Alabama,65.5,1.2,104,64.3
AL-093,Marion County,Alabama,62.3,1.6,112,60.8
AL-095,Marshall County,Alabama,62.1,1.8,117,60.3
AL-097,Mobile County,Alabama,68.6,2.2,125,66.4
AL-099,Monroe County,Alabama,66.7,1.6,112,65.1
AL-101,Montgomery County,Alabama,66,1.6,111,64.5
AL-103,Morgan County,Alabama,61.9,1.7,114,60.2
AL-105,Perry County,Alabama,64.7,1.2,104,63.6
AL-107,Pickens County,Alabama,64.7,1.6,115,63.1
AL-109,Pike County,Alabama,66,1.4,109,64.6
AL-111,Randolph County,Alabama,62.5,2,118,60.5
AL-113,Russell County,Alabama,65,0.8,92,64.2
AL-115,St. Clair County,Alabama,62.9,1.8,115,61.1
AL-117,Shelby County,Alabama,63.9,1.8,119,62
AL-119,Sumter County,Alabama,65.3,1.2,109,64
AL-121,Talladega County,Alabama,63.4,1.6,118,61.8
AL-123,Tallapoosa County,Alabama,63.5,1.3,110,62.1
AL-125,Tuscaloosa County,Alabama,64.3,1.3,109,63
AL-127,Walker County,Alabama,63.3,1.6,117,61.6
AL-129,Washington County,Alabama,67.1,1.7,119,65.4
AL-131,Wilcox County,Alabama,66.1,1.4,109,64.7
AL-133,Winston County,Alabama,61.6,1.4,112,60.2
AZ-001,Apache County,Arizona,51,1.3,106,49.7
AZ-003,Cochise County,Arizona,60.8,0.4,80,60.3
AZ-005,Coconino County,Arizona,53.7,1.9,113,51.7
AZ-007,Gila County,Arizona,60,1.5,103,58.5
AZ-009,Graham County,Arizona,61,0.8,90,60.2
AZ-011,Greenlee County,Arizona,56.9,1.2,104,55.7
AZ-012,La Paz County,Arizona,72.6,2.3,119,70.3
AZ-013,Maricopa County,Arizona,71,1.8,106,69.1
AZ-015,Mohave County,Arizona,63.4,2.1,116,61.4
AZ-017,Navajo County,Arizona,52.4,1.3,107,51.1
AZ-019,Pima County,Arizona,67.8,1.3,98,66.5
AZ-021,Pinal County,Arizona,69.1,1.5,100,67.6
AZ-023,Santa Cruz County,Arizona,60.5,0.6,84,59.9
AZ-025,Yavapai County,Arizona,60.5,2.3,117,58.2
AZ-027,Yuma County,Arizona,73.3,2.4,117,70.9
AR-001,Arkansas County,Arkansas,63.8,1.6,116,62.1
AR-003,Ashley County,Arkansas,65.1,1.9,120,63.2
AR-005,Baxter County,Arkansas,58.7,1.6,113,57.1
AR-007,Benton County,Arkansas,58.7,1.4,107,57.3
AR-009,Boone County,Arkansas,58.4,1.6,118,56.8
AR-011,Bradley County,Arkansas,64.3,1.6,114,62.7
AR-013,Calhoun County,Arkansas,63.7,1,101,62.7
AR-015,Carroll County,Arkansas,58.1,1.2,104,56.9
AR-017,Chicot County,Arkansas,65.1,1.6,117,63.5
AR-019,Clark County,Arkansas,63,0.8,95,62.1
AR-021,Clay County,Arkansas,59.9,1.2,103,58.7
AR-023,Cleburne County,Arkansas,60.4,1.5,112,58.9
AR-025,Cleveland County,Arkansas,63.5,1.2,108,62.3
AR-027,Columbia County,Arkansas,64.1,0.7,89,63.4
AR-029,Conway County,Arkansas,61.5,1.3,110,60.2
AR-031,Craighead County,Arkansas,60.7,1.3,105,59.4
AR-033,Crawford County,Arkansas,61,1.6,116,59.3
AR-035,Crittenden County,Arkansas,62.7,1.4,113,61.2
AR-037,Cross County,Arkansas,62.1,1.3,110,60.8
AR-039,Dallas County,Arkansas,62.9,0.7,92,62.2
AR-041,Desha County,Arkansas,64,1.2,111,62.7
AR-043,Drew County,Arkansas,64.3,1.6,116,62.8
AR-045,Faulkner County,Arkansas,61.6,1.1,106,60.5
AR-047,Franklin County,Arkansas,60.7,1.4,112,59.2
AR-049,Fulton County,Arkansas,58.6,2,117,56.5
AR-051,Garland County,Arkansas,62.3,1.6,114,60.8
AR-053,Grant County,Arkansas,63.2,1.2,107,62.1
AR-055,Greene County,Arkansas,60.2,1.3,107,59
AR-057,Hempstead County,Arkansas,63.9,1.3,114,62.6
AR-059,Hot Spring County,Arkansas,62.9,1.2,107,61.7
AR-061,Howard County,Arkansas,62.7,1.4,115,61.3
AR-063,Independence County,Arkansas,59.8,1,100,58.7
AR-065,Izard County,Arkansas,58.8,1.3,107,57.5
AR-067,Jackson County,Arkansas,60.5,1,96,59.6
AR-069,Jefferson County,Arkansas,63.6,1.5,109,62.1
AR-071,Johnson County,Arkansas,59.9,1.3,110,58.6
AR-073,Lafayette County,Arkansas,65.2,1.7,121,63.5
AR-075,Lawrence County,Arkansas,59.6,0.9,94,58.7
AR-077,Lee County,Arkansas,62.9,1.4,109,61.6
AR-079,Lincoln County,Arkansas,64,1.6,117,62.4
AR-081,Little River County,Arkansas,65,2.4,126,62.6
AR-083,Logan County,Arkansas,61.4,1.2,111,60.2
AR-085,Lonoke County,Arkansas,63,1.4,111,61.6
AR-087,Madison County,Arkansas,57.9,1.5,110,56.5
AR-089,Marion County,Arkansas,58.7,1.6,118,57.1
AR-091,Miller County,Arkansas,65.9,2.3,125,63.6
AR-093,Mississippi County,Arkansas,61,0.9,91,60.1
AR-095,Monroe County,Arkansas,63.2,1.6,113,61.7
AR-097,Montgomery County,Arkansas,61.9,1.7,120,60.1
AR-099,Nevada County,Arkansas,63.5,0.8,97,62.7
AR-101,Newton County,Arkansas,57.5,1.1,103,56.4
AR-103,Ouachita County,Arkansas,63.4,0.4,83,63
AR-105,Perry County,Arkansas,62.1,1.3,113,60.8
AR-107,Phillips County,Arkansas,63.4,1.5,112,61.9
AR-109,Pike County,Arkansas,62.4,1.2,107,61.2
AR-111,Poinsett County,Arkansas,61.2,1.2,101,60.1
AR-113,Polk County,Arkansas,60.9,1.6,117,59.3
AR-115,Pope County,Arkansas,60.3,1.2,108,59.1
AR-117,Prairie County,Arkansas,63.2,1.6,116,61.6
AR-119,Pulaski County,Arkansas,62.8,1.3,110,61.4
AR-121,Randolph County,Arkansas,59.4,1.3,109,58
AR-123,St. Francis County,Arkansas,62.7,1.4,113,61.3
AR-125,Saline County,Arkansas,62.6,1.4,110,61.2
AR-127,Scott County,Arkansas,61.4,1.7,117,59.7
AR-129,Searcy County,Arkansas,57.9,0.9,92,57
AR-131,Sebastian County,Arkansas,62.2,1.8,117,60.4
AR-133,Sevier County,Arkansas,63.7,2.1,123,61.7
AR-135,Sharp County,Arkansas,58.6,1.1,102,57.4
AR-137,Stone County,Arkansas,59,1.4,108,57.7
AR-139,Union County,Arkansas,64.5,1.2,110,63.2
AR-141,Van Buren County,Arkansas,59.3,1.1,106,58.2
AR-143,Washington County,Arkansas,59,1.6,114,57.3
AR-145,White County,Arkansas,61.9,1.6,113,60.3
AR-147,Woodruff County,Arkansas,62,1.2,107,60.8
AR-149,Yell County,Arkansas,61.9,1.3,109,60.5
CA-001,Alameda County,California,60.2,2.4,121,57.9
CA-003,Alpine County,California,45.1,1.8,117,43.3
CA-005,Amador County,California,59,1.7,120,57.2
CA-007,Butte County,California,61.7,2.9,126,58.8
CA-009,Calaveras County,California,59.4,1.8,120,57.6
CA-011,Colusa County,California,62.5,2.1,123,60.4
CA-013,Contra Costa County,California,61.3,2.5,123,58.8
CA-015,Del Norte County,California,53.1,2.3,122,50.8
CA-017,El Dorado County,California,55,1.6,116,53.3
CA-019,Fresno County,California,57,2.6,121,54.4
CA-021,Glenn County,California,61.9,2.6,125,59.3
CA-023,Humboldt County,California,54.1,1.1,102,52.9
CA-025,Imperial County,California,75.5,3.3,125,72.2
CA-027,Inyo County,California,61.9,2.4,118,59.5
CA-029,Kern County,California,63.2,2.7,121,60.5
CA-031,Kings County,California,65.2,2.7,124,62.5
CA-033,Lake County,California,58,1.7,120,56.3
CA-035,Lassen County,California,47.2,1.1,99,46.1
CA-037,Los Angeles County,California,63.5,3.6,126,59.9
CA-039,Madera County,California,57.7,2.5,122,55.1
CA-041,Marin County,California,56.6,1.8,117,54.8
CA-043,Mariposa County,California,56.3,1.8,118,54.5
CA-045,Mendocino County,California,56.2,1.4,117,54.8
CA-047,Merced County,California,63.3,2.3,121,61
CA-049,Modoc County,California,47.9,2.3,118,45.5
CA-051,Mono County,California,45,1.8,115,43.2
CA-053,Monterey County,California,59.4,2.2,118,57.2
CA-055,Napa County,California,60.4,2.2,121,58.2
CA-057,Nevada County,California,53.4,1.6,119,51.7
CA-059,Orange County,California,65.7,3.4,125,62.3
CA-061,Placer County,California,54.6,1.6,116,53
CA-063,Plumas County,California,48,1.2,107,46.8
CA-065,Riverside County,California,70.1,3.3,126,66.8
CA-067,Sacramento County,California,63.5,2.4,125,61.1
CA-069,San Benito County,California,59.7,2.3,117,57.4
CA-071,San Bernardino County,California,67.7,2.7,121,65
CA-073,San Diego County,California,63.9,2.7,121,61.2
CA-075,San Francisco County,California,57.2,1.4,109,55.8
CA-077,San Joaquin County,California,63.6,2.9,125,60.7
CA-079,San Luis Obispo County,California,60.5,2.6,121,58
CA-081,San Mateo County,California,56.9,1.5,108,55.4
CA-083,Santa Barbara County,California,59.4,2.8,119,56.6
CA-085,Santa Clara County,California,59.1,2.2,118,56.9
CA-087,Santa Cruz County,California,57.5,1.8,112,55.7
CA-089,Shasta County,California,56.6,2.2,123,54.3
CA-091,Sierra County,California,48,1.6,116,46.4
CA-093,Siskiyou County,California,50.1,2.3,119,47.8
CA-095,Solano County,California,62.1,2.3,124,59.7
CA-097,Sonoma County,California,57.7,1.6,115,56.1
CA-099,Stanislaus County,California,62.6,2.2,121,60.4
CA-101,Sutter County,California,64.1,2.3,124,61.8
CA-103,Tehama County,California,60.4,2.5,123,57.9
CA-105,Trinity County,California,54,2.4,124,51.6
CA-107,Tulare County,California,55.7,2.5,123,53.2
CA-109,Tuolumne County,California,50.9,1.3,111,49.6
CA-111,Ventura County,California,59.4,3.4,124,56
CA-113,Yolo County,California,62.9,2,121,60.9
CA-115,Yuba County,California,62.2,2.4,124,59.8
CO-001,Adams County,Colorado,49.7,1.2,95,48.5
CO-003,Alamosa County,Colorado,43.9,2.1,116,41.8
CO-005,Arapahoe County,Colorado,49.2,1,94,48.2
CO-007,Archuleta County,Colorado,44.4,1.8,117,42.6
CO-009,Baca County,Colorado,54,0.8,89,53.2
CO-011,Bent County,Colorado,53.4,0.7,85,52.7
CO-013,Boulder County,Colorado,44.6,0.8,91,43.8
CO-014,Broomfield County,Colorado,50.8,1.2,99,49.6
CO-015,Chaffee County,Colorado,38.3,0.8,95,37.4
CO-017,Cheyenne County,Colorado,51.7,1.2,94,50.5
CO-019,Clear Creek County,Colorado,36.9,0.4,79,36.4
CO-021,Conejos County,Colorado,41.1,1.7,116,39.3
CO-023,Costilla County,Colorado,42.7,1.8,116,40.9
CO-025,Crowley County,Colorado,51.8,1,89,50.8
CO-027,Custer County,Colorado,41.8,1.2,100,40.6
CO-029,Delta County,Colorado,47.4,2.4,112,45
CO-031,Denver County,Colorado,50.8,1.2,100,49.6
CO-033,Dolores County,Colorado,43.7,1.9,111,41.8
CO-035,Douglas County,Colorado,47.1,0.7,93,46.4
CO-037,Eagle County,Colorado,39.5,1,99,38.5
CO-039,Elbert County,Colorado,48.1,1.3,105,46.7
CO-041,El Paso County,Colorado,48.3,1.3,105,47
CO-043,Fremont County,Colorado,45.5,0.6,84,44.9
CO-045,Garfield County,Colorado,43.8,1.7,104,42.1
CO-047,Gilpin County,Colorado,39,0.4,77,38.6
CO-049,Grand County,Colorado,37,0.7,85,36.3
CO-051,Gunnison County,Colorado,38.8,1.7,108,37.1
CO-053,Hinsdale County,Colorado,36.3,1.9,115,34.3
CO-055,Huerfano County,Colorado,47.2,1.2,98,46
CO-057,Jackson County,Colorado,36.3,0.7,80,35.6
CO-059,Jefferson County,Colorado,46.1,0.5,83,45.6
CO-061,Kiowa County,Colorado,52.3,0.7,83,51.6
CO-063,Kit Carson County,Colorado,51.3,1.3,100,49.9
CO-065,Lake County,Colorado,34.5,0.7,92,33.8
CO-067,La Plata County,Colorado,45.5,2,114,43.4
CO-069,Larimer County,Colorado,42.5,1.6,101,40.9
CO-071,Las Animas County,Colorado,51.2,0.9,91,50.3
CO-073,Lincoln County,Colorado,49.9,1.1,98,48.8
CO-075,Logan County,Colorado,49.6,0.8,89,48.9
CO-077,Mesa County,Colorado,48.4,2.8,115,45.6
CO-079,Mineral County,Colorado,37.4,2,118,35.3
CO-081,Moffat County,Colorado,43.8,1.4,96,42.4
CO-083,Montezuma County,Colorado,49.6,2.2,119,47.3
CO-085,Montrose County,Colorado,48.7,3.1,120,45.6
CO-087,Morgan County,Colorado,49.7,1.8,100,47.9
CO-089,Otero County,Colorado,53,0.6,81,52.4
CO-091,Ouray County,Colorado,42.3,2.6,117,39.6
CO-093,Park County,Colorado,38.1,0.4,82,37.7
CO-095,Phillips County,Colorado,50.4,1.4,100,49
CO-097,Pitkin County,Colorado,37.9,1,98,36.9
CO-099,Prowers County,Colorado,53.8,0.8,88,53
CO-101,Pueblo County,Colorado,52.3,1,96,51.3
CO-103,Rio Blanco County,Colorado,44.2,1.5,97,42.7
CO-105,Rio Grande County,Colorado,40.7,2.2,119,38.4
CO-107,Routt County,Colorado,39.7,1.2,100,38.5
CO-109,Saguache County,Colorado,39.7,1.2,103,38.5
CO-111,San Juan County,Colorado,35.4,2.1,117,33.3
CO-113,San Miguel County,Colorado,45.3,2.2,110,43.1
CO-115,Sedgwick County,Colorado,50,0.9,87,49
CO-117,Summit County,Colorado,35.3,0.6,86,34.7
CO-119,Teller County,Colorado,40.2,0.5,82,39.6
CO-121,Washington County,Colorado,49.4,0.7,86,48.7
CO-123,Weld County,Colorado,48.9,1.4,96,47.5
CO-125,Yuma County,Colorado,51,1.3,93,49.7
CT-001,Fairfield County,Connecticut,53.5,4.3,129,49.3
CT-003,Hartford County,Connecticut,52.5,4.1,130,48.4
CT-005,Litchfield County,Connecticut,50,4,129,46
CT-007,Middlesex County,Connecticut,52.8,3.9,128,48.9
CT-009,New Haven County,Connecticut,52.6,3.7,128,48.9
CT-011,New London County,Connecticut,52.9,4.3,129,48.7
CT-013,Tolland County,Connecticut,51.4,3.9,129,47.4
CT-015,Windham County,Connecticut,51.6,4,130,47.6
DE-001,Kent County,Delaware,57.3,3.3,125,54
DE-003,New Castle County,Delaware,56.5,3.2,127,53.3
DE-005,Sussex County,Delaware,58.1,3.4,124,54.7
FL-001,Alachua County,Florida,70.8,2,120,68.7
FL-003,Baker County,Florida,69.4,2,119,67.4
FL-005,Bay County,Florida,69.8,2.4,126,67.4
FL-007,Bradford County,Florida,70.3,2.1,120,68.2
FL-009,Brevard County,Florida,74.2,2.5,124,71.6
FL-011,Broward County,Florida,77.4,3.4,128,74
FL-013,Calhoun County,Florida,68.9,2,121,66.8
FL-015,Charlotte County,Florida,75.7,2.9,128,72.8
FL-017,Citrus County,Florida,72.5,2.7,126,69.8
FL-019,Clay County,Florida,71.2,2.8,123,68.4
FL-021,Collier County,Florida,77.3,3.4,130,73.9
FL-023,Columbia County,Florida,69.3,1.8,119,67.6
FL-027,DeSoto County,Florida,74.5,2.5,125,72
FL-029,Dixie County,Florida,70.7,2.6,125,68.1
FL-031,Duval County,Florida,71,3,124,68
FL-033,Escambia County,Florida,69.3,2.3,128,67
FL-035,Flagler County,Florida,73,3.5,128,69.5
FL-037,Franklin County,Florida,69.5,1.8,115,67.7
FL-039,Gadsden County,Florida,68.6,1.8,118,66.7
FL-041,Gilchrist County,Florida,70.5,2.4,124,68.1
FL-043,Glades County,Florida,75.3,2.8,126,72.5
FL-045,Gulf County,Florida,69.5,2.2,121,67.3
FL-047,Hamilton County,Florida,68.9,1.8,121,67.1
FL-049,Hardee County,Florida,74.4,2.8,127,71.6
FL-051,Hendry County,Florida,76.2,3.1,130,73.1
FL-053,Hernando County,Florida,73.2,3.1,126,70
FL-055,Highlands County,Florida,74.7,2.8,126,71.9
FL-057,Hillsborough County,Florida,74.8,3.5,129,71.3
FL-059,Holmes County,Florida,68,1.5,116,66.4
FL-061,Indian River County,Florida,74.4,2.7,124,71.7
FL-063,Jackson County,Florida,68.3,1.3,112,67
FL-065,Jefferson County,Florida,69.3,2.3,123,67
FL-067,Lafayette County,Florida,69.9,2.3,124,67.6
FL-069,Lake County,Florida,73.5,3.1,126,70.4
FL-071,Lee County,Florida,77.1,3.7,130,73.4
FL-073,Leon County,Florida,69,2,118,67
FL-075,Levy County,Florida,71.6,2.9,124,68.7
FL-077,Liberty County,Florida,69.1,2.1,120,67
FL-079,Madison County,Florida,69.2,2.3,124,66.9
FL-081,Manatee County,Florida,74.3,2.6,126,71.7
FL-083,Marion County,Florida,72.1,2.6,125,69.5
FL-085,Martin County,Florida,76.2,3.3,127,72.9
FL-086,Miami-Dade County,Florida,77.9,3.6,128,74.3
FL-087,Monroe County,Florida,78.3,3.4,127,74.9
FL-089,Nassau County,Florida,69.9,2.6,121,67.3
FL-091,Okaloosa County,Florida,69.1,2.5,128,66.6
FL-093,Okeechobee County,Florida,74.8,2.8,124,72
FL-095,Orange County,Florida,74.5,3.2,127,71.3
FL-097,Osceola County,Florida,74.8,3.1,127,71.7
FL-099,Palm Beach County,Florida,76.6,3.3,127,73.4
FL-101,Pasco County,Florida,73.8,3.4,127,70.4
FL-103,Pinellas County,Florida,75.3,3.4,129,71.9
FL-105,Polk County,Florida,74.8,3.3,128,71.5
FL-107,Putnam County,Florida,72.2,3.1,128,69.2
FL-109,St. Johns County,Florida,72.4,3.6,128,68.8
FL-111,St. Lucie County,Florida,75.3,2.9,126,72.4
FL-113,Santa Rosa County,Florida,69.2,2.2,128,67
FL-115,Sarasota County,Florida,74.4,2.1,122,72.3
FL-117,Seminole County,Florida,74.1,2.9,126,71.2
FL-119,Sumter County,Florida,72.9,2.8,126,70.1
FL-121,Suwannee County,Florida,69.5,2,123,67.5
FL-123,Taylor County,Florida,70.2,2.6,126,67.6
FL-125,Union County,Florida,69.8,1.8,119,67.9
FL-127,Volusia County,Florida,73.5,3.2,127,70.3
FL-129,Wakulla County,Florida,69.6,2.1,121,67.5
FL-131,Walton County,Florida,68.9,2.4,128,66.5
FL-133,Washington County,Florida,68.7,1.8,119,66.9
GA-001,Appling County,Georgia,67.5,1.7,117,65.9
GA-003,Atkinson County,Georgia,67.4,1.4,112,66
GA-005,Bacon County,Georgia,67.6,1.6,117,66
GA-007,Baker County,Georgia,67.7,1.6,116,66.1
GA-009,Baldwin County,Georgia,65.4,2,124,63.3
GA-011,Banks County,Georgia,62.4,2,124,60.4
GA-013,Barrow County,Georgia,63,2.4,127,60.5
GA-015,Bartow County,Georgia,61.5,1.3,109,60.2
GA-017,Ben Hill County,Georgia,66.8,1.7,113,65.1
GA-019,Berrien County,Georgia,67,1.2,108,65.8
GA-021,Bibb County,Georgia,65.5,2.1,124,63.4
GA-023,Bleckley County,Georgia,66,1.6,115,64.4
GA-025,Brantley County,Georgia,68.1,2,118,66.1
GA-027,Brooks County,Georgia,67.7,1.5,114,66.2
GA-029,Bryan County,Georgia,68.1,2.1,122,66
GA-031,Bulloch County,Georgia,67.3,2.3,126,65
GA-033,Burke County,Georgia,65.7,2.2,121,63.5
GA-035,Butts County,Georgia,64.6,2.8,126,61.8
GA-037,Calhoun County,Georgia,67.3,1.6,117,65.6
GA-039,Camden County,Georgia,69.3,2.3,120,67
GA-043,Candler County,Georgia,67.1,2.1,126,65
GA-045,Carroll County,Georgia,62.3,2.5,121,59.8
GA-047,Catoosa County,Georgia,61.4,2.1,118,59.3
GA-049,Charlton County,Georgia,69,2.2,118,66.8
GA-051,Chatham County,Georgia,68.3,2.2,122,66.1
GA-053,Chattahoochee County,Georgia,65.2,1.1,103,64.1
GA-055,Chattooga County,Georgia,61.3,1.4,110,59.9
GA-057,Cherokee County,Georgia,61,1.5,117,59.5
GA-059,Clarke County,Georgia,63.5,2.5,128,61
GA-061,Clay County,Georgia,66.8,1.4,112,65.4
GA-063,Clayton County,Georgia,63.8,2.6,126,61.1
GA-065,Clinch County,Georgia,68.1,1.6,115,66.5
GA-067,Cobb County,Georgia,62.3,2.1,121,60.1
GA-069,Coffee County,Georgia,67.2,1.5,114,65.6
GA-071,Colquitt County,Georgia,67,1.3,113,65.7
GA-073,Columbia County,Georgia,64.9,2.2,123,62.8
GA-075,Cook County,Georgia,67,1.2,108,65.8
GA-077,Coweta County,Georgia,63.6,2.7,125,61
GA-079,Crawford County,Georgia,65.1,2,122,63.2
GA-081,Crisp County,Georgia,67.1,2.6,126,64.5
GA-083,Dade County,Georgia,60.2,1.6,112,58.5
GA-085,Dawson County,Georgia,59.7,1.4,116,58.2
GA-087,Decatur County,Georgia,68.2,1.5,114,66.6
GA-089,DeKalb County,Georgia,63.1,2.6,126,60.6
GA-091,Dodge County,Georgia,66.1,1.2,105,64.8
GA-093,Dooly County,Georgia,66.6,2.4,126,64.3
GA-095,Dougherty County,Georgia,67.6,1.8,119,65.8
GA-097,Douglas County,Georgia,62.6,2.5,124,60.1
GA-099,Early County,Georgia,67.5,1.4,114,66
GA-101,Echols County,Georgia,68.3,1.6,116,66.7
GA-103,Effingham County,Georgia,67.5,2.3,126,65.1
GA-105,Elbert County,Georgia,63.3,2.4,122,60.9
GA-107,Emanuel County,Georgia,66.3,1.8,118,64.5
GA-109,Evans County,Georgia,67.6,1.9,122,65.7
GA-111,Fannin County,Georgia,57.2,1.2,106,56
GA-113,Fayette County,Georgia,64,2.8,125,61.2
GA-115,Floyd County,Georgia,61.7,1.3,106,60.4
GA-117,Forsyth County,Georgia,61,1.7,119,59.3
GA-119,Franklin County,Georgia,62.3,1.8,121,60.5
GA-121,Fulton County,Georgia,62.8,2.5,124,60.3
GA-123,Gilmer County,Georgia,58.2,1.3,106,57
GA-125,Glascock County,Georgia,64.6,1.7,119,62.9
GA-127,Glynn County,Georgia,69.1,2.1,122,67
GA-129,Gordon County,Georgia,61.3,1.2,107,60.1
GA-131,Grady County,Georgia,67.9,1.5,112,66.4
GA-133,Greene County,Georgia,64.4,2.5,128,61.9
GA-135,Gwinnett County,Georgia,62.4,2.3,125,60.1
GA-137,Habersham County,Georgia,59.9,1.4,114,58.5
GA-139,Hall County,Georgia,61.5,2,123,59.6
GA-141,Hancock County,Georgia,64.6,1.9,122,62.7
GA-143,Haralson County,Georgia,61.5,2.2,120,59.3
GA-145,Harris County,Georgia,63.8,1.3,111,62.5
GA-147,Hart County,Georgia,62.4,2.1,121,60.4
GA-149,Heard County,Georgia,63.1,2.3,120,60.8
GA-151,Henry County,Georgia,64.1,2.6,126,61.5
GA-153,Houston County,Georgia,66.1,2,122,64.1
GA-155,Irwin County,Georgia,66.8,1.6,113,65.2
GA-157,Jackson County,Georgia,63,2.4,127,60.6
GA-159,Jasper County,Georgia,64.7,3,126,61.8
GA-161,Jeff Davis County,Georgia,67,1.6,115,65.5
GA-163,Jefferson County,Georgia,64.9,1.6,117,63.3
GA-165,Jenkins County,Georgia,66.2,2.3,123,63.9
GA-167,Johnson County,Georgia,65.7,1.5,116,64.1
GA-169,Jones County,Georgia,65.2,2.4,126,62.8
GA-171,Lamar County,Georgia,64.4,2.4,125,62
GA-173,Lanier County,Georgia,67.4,1.3,111,66.1
GA-175,Laurens County,Georgia,66,1.4,112,64.6
GA-177,Lee County,Georgia,67.4,2.3,124,65.2
GA-179,Liberty County,Georgia,68.2,1.9,120,66.3
GA-181,Lincoln County,Georgia,64.1,1.9,121,62.1
GA-183,Long County,Georgia,68.1,1.8,119,66.3
GA-185,Lowndes County,Georgia,67.7,1.4,114,66.2
GA-187,Lumpkin County,Georgia,58.9,1.5,118,57.4
GA-189,McDuffie County,Georgia,64.4,2,122,62.4
GA-191,McIntosh County,Georgia,68.8,2,121,66.8
GA-193,Macon County,Georgia,66,2.1,124,63.9
GA-195,Madison County,Georgia,63,2.4,126,60.6
GA-197,Marion County,Georgia,65,1.5,113,63.5
GA-199,Meriwether County,Georgia,63.7,2.1,122,61.6
GA-201,Miller County,Georgia,67.8,1.4,113,66.3
GA-205,Mitchell County,Georgia,67.6,1.5,116,66.1
GA-207,Monroe County,Georgia,64.9,2.4,126,62.4
GA-209,Montgomery County,Georgia,66.8,1.6,117,65.2
GA-211,Morgan County,Georgia,64.4,2.9,128,61.6
GA-213,Murray County,Georgia,60.6,1.5,114,59
GA-215,Muscogee County,Georgia,64.9,1.1,103,63.8
GA-217,Newton County,Georgia,64,2.8,125,61.3
GA-219,Oconee County,Georgia,63.8,2.6,128,61.2
GA-221,Oglethorpe County,Georgia,63.7,2.6,127,61.1
GA-223,Paulding County,Georgia,61.9,2,120,59.8
GA-225,Peach County,Georgia,65.6,2,124,63.6
GA-227,Pickens County,Georgia,59.7,1.3,106,58.4
GA-229,Pierce County,Georgia,68,1.8,118,66.1
GA-231,Pike County,Georgia,64.2,2.3,124,61.9
GA-233,Polk County,Georgia,62.1,2,119,60
GA-235,Pulaski County,Georgia,66.4,1.8,118,64.6
GA-237,Putnam County,Georgia,64.9,2.6,126,62.3
GA-239,Quitman County,Georgia,66,1.2,105,64.8
GA-241,Rabun County,Georgia,57.5,1.3,107,56.2
